macroarea	concept_id	token_idx	concept_name	token	language_id	concept_id_train	none	onehot	mi-onehot	unc-onehot	macroarea_count	p_value	n_permutations	n_instances
Africa	2	13.0	we	C	479.73333333333335	2.0	6.873090355069029	6.8525097310042185	0.020580624064811506	0.002608162418656397	4	0.86617	100000	30
Africa	2	14.0	we	E	526.8161181284469	2.0	6.1625039744269685	6.450980964805819	-0.288476990378851	-0.06179036407883794	4	1.0	100000	143
Africa	2	16.0	we	L	383.0	2.0	7.563316822052002	8.191156387329102	-0.6278395652770996	-0.0830111418110289	4	1.0	100000	1
Africa	2	17.0	we	N	672.3169312169313	2.0	6.085835448207048	5.965588693454782	0.12024675475226508	0.020432699494410813	4	1e-05	100000	64
Africa	2	18.0	we	S	1123.3575	2.0	6.878266780773799	7.230742719173432	-0.35247593839963276	-0.05239980388202209	4	1.0	100000	37
Africa	2	20.0	we	X	650.4107142857143	2.0	9.387892075947352	9.657776815550669	-0.26988473960331505	-0.02842525873753636	4	1.0	100000	29
Africa	2	22.0	we	a	695.6926305356977	2.0	2.7027492728999305	2.7360312799267583	-0.03328200702682756	-0.025005146207109318	4	1.0	100000	844
Africa	2	23.0	we	b	467.781037414966	2.0	5.82032525093377	6.167237901667349	-0.34691265073357797	-0.06658514813337615	4	1.0	100000	180
Africa	2	24.0	we	c	586.0555555555555	2.0	6.827209923002456	6.960343201955159	-0.13313327895270452	-0.01945303615359961	4	1.0	100000	10
Africa	2	25.0	we	d	701.9470417035072	2.0	5.503429121769227	5.664417640236977	-0.1609885184677496	-0.03129060627238989	4	1.0	100000	76
Africa	2	26.0	we	e	946.5404170363798	2.0	3.764951480808289	3.679844958224758	0.08510652258353134	0.01877330761783436	4	0.0	100000	552
Africa	2	27.0	we	f	821.9285714285714	2.0	7.257275215217046	7.595479956695012	-0.3382047414779663	-0.04766145699507668	4	1.0	100000	36
Africa	2	28.0	we	g	651.2333333333332	2.0	5.9889542099652875	6.065826159113586	-0.07687194914829851	-0.013076764600320017	4	1.0	100000	76
Africa	2	29.0	we	h	742.873544973545	2.0	5.237148514293947	5.5361772394340845	-0.2990287251401371	-0.05774046399605825	4	1.0	100000	103
Africa	2	30.0	we	i	758.3664419129477	2.0	3.2571318265660514	3.05606528651028	0.20106654005577104	0.06214538023939718	4	0.0	100000	812
Africa	2	31.0	we	j	556.9095238095238	2.0	8.273425715310234	8.560975777535212	-0.2875500622249785	-0.033664347503710716	4	0.99998	100000	26
Africa	2	32.0	we	k	593.4985382264794	2.0	4.098155315224589	4.385689654228284	-0.28753433900369496	-0.07251987411799156	4	1.0	100000	127
Africa	2	33.0	we	l	1522.8011363636365	2.0	5.449334192456622	5.783989961851726	-0.3346557693951057	-0.05957420517840721	4	1.0	100000	81
Africa	2	34.0	we	m	1042.0297675383977	2.0	3.9857572738228106	3.94182385096368	0.043933422859130225	0.014786682389704242	4	0.0	100000	261
Africa	2	35.0	we	n	803.1537900939641	2.0	3.652306218985434	3.268579051235392	0.3837271677500425	0.10669545850856565	4	0.0	100000	762
Africa	2	36.0	we	o	510.93297869914255	2.0	3.739238549724197	3.8065042060568826	-0.06726565633268496	-0.022634224815456475	4	1.0	100000	340
Africa	2	37.0	we	p	4213.846153846154	2.0	4.864618622339689	5.162098224346455	-0.2974796020067655	-0.061517059938069205	4	1.0	100000	15
Africa	2	38.0	we	q	602.0	2.0	7.437358379364014	8.014379501342773	-0.5770211219787598	-0.0775841491758398	4	1.0	100000	1
Africa	2	39.0	we	r	880.4792735042735	2.0	4.224334879563405	4.291283180418178	-0.06694830085477253	-0.01441653457487944	4	1.0	100000	80
Africa	2	40.0	we	s	1063.8028120713307	2.0	4.810524979423158	5.062040211964155	-0.2515152325409975	-0.05373685009834996	4	1.0	100000	224
Africa	2	41.0	we	t	1106.3089476495727	2.0	4.5236399225781465	4.746748618081388	-0.2231086955032409	-0.05224211247448788	4	1.0	100000	293
