language_id	macroarea	item_id	concept_id	Latitude	Longitude	family_size	length	none	onehot	mi-onehot	unc-onehot	iso_code	p_value	n_permutations	n_concepts
1675	Eurasia	214257.86363636365	48.93181818181818	65.0	-17.0	20673.0	5.954545454545454	4.382189497727272	4.380183354545454	0.002006130015909088	0.00021340856590909088	isl	0.457403	1000000	44
1676	Eurasia	216267.6037735849	49.386792452830186	65.0	-17.0	20673.0	6.30188679245283	4.581500097169813	4.570788266981132	0.010711833893396226	0.0017546862950000002	isl	0.163099	1000000	106
1677	Eurasia	201410.65853658537	46.0	63.0	14.669999999999998	20673.0	4.439024390243903	4.125708385365853	4.160927070731708	-0.03521869156585366	-0.010385811260975607	swe	0.92255	1000000	41
1678	Eurasia	203767.0652173913	46.369565217391305	51.0	5.5	20673.0	4.717391304347826	4.20339435	4.226467228260868	-0.02307285981521739	-0.005596272826478261	lim	0.872543	1000000	46
1679	Eurasia	213306.11111111112	48.77777777777778	50.70000000000002	15.970000000000011	20673.0	4.851851851851852	4.228305607407408	4.203172059259258	0.02513355694222222	0.005175365317777778	sli	0.094574	1000000	27
1680	Eurasia	208336.48837209304	47.44186046511628	49.82999999999997	6.169999999999995	20673.0	5.023255813953488	4.363041113953489	4.341301739534884	0.02173938857767442	0.004964907660465117	ltz	0.1028	1000000	43
1681	Eurasia	205589.93023255814	46.906976744186046	54.65000000000004	8.350000000000005	20673.0	4.651162790697675	3.952590813953489	3.951312841860465	0.0012779737581395348	0.0002132881983720927	frr	0.468501	1000000	43
1682	Eurasia	223922.0892857143	51.05357142857143	53.09999999999995	8.779999999999987	20673.0	4.553571428571429	3.976293794642857	4.007365478571429	-0.031071674966071428	-0.009774378144071432	nds	0.923157	1000000	56
1683	Eurasia	213548.3673469388	48.755102040816325	61.0	8.0	20673.0	4.63265306122449	4.183694730612245	4.209026653061224	-0.025331944029591828	-0.008276350021632654	nor	0.864371	1000000	49
1684	Eurasia	216886.9423076923	49.43269230769231	59.92000000000006	10.710000000000017	20673.0	4.509615384615385	4.1259456605769245	4.127235388461539	-0.0012897295365384659	-0.0016067790103846148	nor	0.537677	1000000	104
1685	Eurasia	209321.58974358975	47.666666666666664	59.269999999999996	11.149999999999993	20673.0	4.410256410256411	4.176585743589743	4.190560182051283	-0.013974426561538458	-0.0059349546387179476	nor	0.670884	1000000	39
1686	Eurasia	209734.22222222222	47.916666666666664	61.0	8.0	20673.0	4.666666666666667	3.8188055000000003	3.8471343583333333	-0.028328861531111107	-0.01134256772111111	nor	0.853877	1000000	36
1687	Eurasia	212412.92857142858	48.30952380952381	53.0	10.0	20673.0	5.095238095238095	4.05346334047619	4.057589352380951	-0.004126020314285717	-0.0033980591809523817	pdt	0.565603	1000000	42
1688	Eurasia	214635.0	49.04347826086956	51.0	7.0	20673.0	4.630434782608695	4.5135417760869565	4.503897189130436	0.009644585795652172	0.00040935311913043435	ksh	0.302531	1000000	46
1689	Eurasia	199131.26470588235	45.6764705882353	52.45000000000003	6.289999999999999	20673.0	4.794117647058823	4.177122985294117	4.143612182352941	0.03351079763235295	0.007820433223529412	sdz	0.278377	1000000	34
1690	Eurasia	206684.82857142857	47.2	61.0	8.0	20673.0	4.685714285714286	3.864597497142857	3.8676943485714275	-0.0030968599142857157	-0.0018732019371428576	nor	0.554476	1000000	35
1691	Eurasia	211713.20454545456	48.11363636363637	51.32999999999997	12.480000000000008	20673.0	4.75	4.436285388636364	4.418054920454545	0.018230476022727274	0.004140626840454544	sxu	0.127648	1000000	44
1692	Eurasia	199309.22033898305	45.389830508474574	55.86000000000002	-4.259999999999997	20673.0	4.3559322033898304	3.940312176271187	3.93319927118644	0.007112899264406774	0.00033177941016949297	sco	0.430553	1000000	59
1693	Eurasia	228626.51612903227	52.38709677419355	55.53999999999998	-6.0	20673.0	4.032258064516129	4.034676667741936	4.014531629032257	0.020145008741935474	0.003779962516129031	sco	0.32035	1000000	31
1694	Eurasia	209456.75609756098	47.80487804878049	52.0	10.0	20673.0	5.219512195121951	4.344093129268293	4.3461104	-0.002017248402439025	-0.0008791134199999999	deu	0.542688	1000000	41
1695	Eurasia	218943.68686868687	49.90909090909091	52.0	10.0	20673.0	5.222222222222222	4.451287075757574	4.436542164646465	0.014744902820202023	0.0022305405098989903	deu	0.065793	1000000	99
1696	Eurasia	200298.16363636364	45.67272727272727	52.98000000000001	6.220000000000007	20673.0	4.763636363636364	4.081163719999999	4.073299587272728	0.007864141201818185	0.001529574843636364	stl	0.269751	1000000	55
1697	Eurasia	216658.0	49.46808510638298	48.96999999999999	9.279999999999989	20673.0	4.829787234042553	4.266609495744681	4.232261521276595	0.03434797116595745	0.00810152021787234	swg	0.046996	1000000	47
1698	Eurasia	205611.5	46.9	60.0	15.0	20673.0	4.775	4.2179496625	4.252601862500001	-0.03465222071	-0.0091138334475	swe	0.908064	1000000	40
1699	Eurasia	215426.36448598132	49.11214953271028	60.0	15.0	20673.0	4.990654205607477	4.311496893457945	4.3142886616822445	-0.0027917540953271004	-0.002387112755607478	swe	0.582513	1000000	107
1700	Eurasia	192966.16666666666	44.1	52.28999999999997	6.769999999999995	20673.0	4.933333333333334	4.27043622	4.294786338333332	-0.02435010680000001	-0.006459246607333334	twd	0.919801	1000000	60
1701	Eurasia	192828.98214285713	43.67857142857143	51.219999999999956	3.2299999999999978	20673.0	4.892857142857143	4.242242342857142	4.2687562625	-0.02651391671607144	-0.008584789823214282	vls	0.880871	1000000	56
1702	Eurasia	208246.20588235295	47.794117647058826	49.53999999999998	19.899999999999988	20673.0	4.823529411764706	4.239588155882352	4.227887758823529	0.01170044071352941	0.0026845020232352944	wym	0.258208	1000000	34
1703	Eurasia	217802.34146341463	49.73170731707317	52.0	23.0	20673.0	4.804878048780488	4.29398292195122	4.306681275609756	-0.012698336473170733	-0.003630294771463415	ydd	0.759887	1000000	41
1704	Eurasia	207315.25	47.225	51.0	10.0	20673.0	5.225	4.434210525	4.440994357500001	-0.0067838376749999995	-0.0011619503725000002	yih	0.653916	1000000	40
1705	Eurasia	210400.8536585366	48.073170731707314	51.5	3.75	20673.0	4.658536585365853	4.218583095121951	4.221228826829267	-0.0026457077609756113	-0.0008177332882926819	zea	0.549597	1000000	41
1706	Eurasia	208855.96363636362	47.74545454545454	39.0	22.0	20673.0	5.890909090909091	4.021939438181819	4.0159381636363625	0.006001299110909092	0.0007444597036363634	ell	0.324404	1000000	55
1707	Eurasia	224777.8245614035	51.324561403508774	39.0	22.0	20673.0	6.298245614035087	4.086386553508772	4.0634936385964915	0.02289291230263158	0.0052440405457017565	ell	0.006714	1000000	114
1708	Eurasia	170271.16129032258	38.83870967741935	37.14000000000001	22.730000000000008	20673.0	5.483870967741935	3.7693920806451615	3.766526177419355	0.002865906525806453	0.0010461929419354839	tsd	0.451389	1000000	31
1709	Eurasia	197280.91176470587	45.029411764705884	27.17999999999998	78.0	20673.0	4.970588235294118	3.7474503882352947	3.7760575970588235	-0.028607206823529407	-0.008317002049999994	gju	0.856023	1000000	34
1710	Eurasia	155388.54545454544	35.04545454545455	26.0	85.52999999999999	20673.0	4.5	3.3668613000000005	3.431070340909091	-0.0642090393409091	-0.02122196603636364	anp	0.931175	1000000	22
1711	Eurasia	199702.72222222222	45.416666666666664	35.440000000000026	71.75	20673.0	4.777777777777778	3.6638210055555556	3.642426747222222	0.02139425260277778	0.007751430256666668	phl	0.198822	1000000	36
1712	Eurasia	205586.0	47.078947368421055	26.0	93.0	20673.0	4.657894736842105	3.618886460526315	3.5954007	0.023485748592105258	0.007119172418421052	asm	0.103624	1000000	38
1713	Eurasia	180816.375	41.25	36.0	74.0	20673.0	4.5625	3.6018469625000002	3.6362925250000004	-0.03444556882500001	-0.00681841328375	scl	0.861979	1000000	16
1714	Eurasia	194623.0285714286	44.51428571428571	33.88000000000001	72.07999999999997	20673.0	4.457142857142857	3.4730776914285717	3.5051549828571438	-0.03207727857142858	-0.009381305231428569	hnd	0.949628	1000000	35
1715	Eurasia	195407.3947368421	44.473684210526315	33.86999999999998	72.25	20673.0	4.394736842105263	3.7021363710526307	3.7039821026315782	-0.0018457171578947374	-0.0015520249000000013	hnd	0.522778	1000000	38
1716	Eurasia	201862.97297297296	46.108108108108105	27.5	81.5	20673.0	5.378378378378378	3.7945589621621623	3.776194267567566	0.018364693621621624	0.0030320779197297297	awa	0.270008	1000000	37
1717	Eurasia	143367.08333333334	31.583333333333332	24.680000000000003	87.5	20673.0	4.75	3.4804015416666663	3.5122519000000008	-0.03185035816666667	-0.010666724033333333	bfy	0.789485	1000000	12
1718	Eurasia	201913.08571428573	46.08571428571429	29.580000000000013	74.32999999999997	20673.0	4.771428571428571	3.5169189542857153	3.526085345714286	-0.009166397042857146	-0.0012966807485714296	bgq	0.648307	1000000	35
1719	Eurasia	177220.66666666666	40.44444444444444	36.0	74.0	20673.0	4.833333333333333	3.566147077777777	3.600537805555556	-0.034390727233333335	-0.007998551396666666	scl	0.947531	1000000	18
1720	Eurasia	194007.11111111112	44.30555555555556	34.54999999999998	73.34999999999995	20673.0	4.611111111111111	3.724101527777778	3.735581091666667	-0.011479536513888885	-0.0036344295916666664	hno	0.732116	1000000	36
1721	Eurasia	205316.95	46.8	45.40000000000003	20.179999999999986	20673.0	5.525	3.763402454999999	3.7330836675	0.030318790399999997	0.008678321380000001	rmy	0.049675	1000000	40
1722	Eurasia	208024.86956521738	47.52173913043478	24.0	90.0	20673.0	5.086956521739131	3.6083199804347825	3.604729973913043	0.0035899879326086936	0.000467675154347826	ben	0.415098	1000000	46
1723	Eurasia	220348.14705882352	50.28431372549019	24.0	90.0	20673.0	6.196078431372549	3.777526431372549	3.7564931843137273	0.02103325415754902	0.005383049852205883	ben	0.006022	1000000	102
1724	Eurasia	182393.22727272726	41.40909090909091	33.149999999999984	75.54999999999997	20673.0	4.7272727272727275	3.778591595454546	3.740086004545455	0.03850558661363635	0.007764857927272727	bhd	0.140886	1000000	22
1725	Eurasia	167301.22222222222	37.888888888888886	19.259999999999998	82.24	20673.0	4.833333333333333	3.480190855555555	3.494357033333334	-0.014166196722222222	-0.007099255683333337	bgw	0.690117	1000000	18
1726	Eurasia	184838.77777777778	41.74074074074074	32.54999999999998	76.11999999999996	20673.0	4.814814814814815	3.594274651851851	3.5548815222222236	0.039393116185185185	0.004811882629629629	bht	0.120345	1000000	27
1727	Eurasia	191875.3	43.5	26.0	84.0	20673.0	5.133333333333334	3.4329826233333334	3.43963674	-0.0066541195166666695	-0.002738683496666668	bho	0.651295	1000000	30
1728	Eurasia	188072.32142857142	42.857142857142854	26.0	84.0	20673.0	5.0	3.497242867857142	3.4898455535714286	0.007397319696428573	0.0006337958107142871	bho	0.428203	1000000	28
1729	Eurasia	206867.68421052632	47.10526315789474	35.47000000000002	71.88000000000007	20673.0	4.7105263157894735	3.6458169526315802	3.622264039473684	0.02355290049210526	0.008027865374736843	phl	0.163891	1000000	38
1730	Eurasia	214146.17021276595	48.680851063829785	35.32999999999998	76.5	20673.0	4.914893617021277	3.832014297872343	3.7844494851063826	0.04756480145531914	0.01383408510319149	bkk	0.006346	1000000	47
1731	Eurasia	161512.58620689655	36.62068965517241	35.33000000000001	76.5	20673.0	4.689655172413793	3.8070390655172406	3.794411868965517	0.012627207206896564	0.00474379444137931	bkk	0.384711	1000000	29
1732	Eurasia	206089.4090909091	46.95454545454545	42.67000000000002	21.169999999999987	20673.0	5.204545454545454	3.73506355	3.720602070454545	0.01446147939772728	0.00412827881590909	rmn	0.214481	1000000	44
1733	Eurasia	158335.88888888888	35.925925925925924	25.5	78.45000000000002	20673.0	5.666666666666667	3.2125905629629625	3.2611275851851853	-0.04853701556981481	-0.015172114044444442	bns	0.960585	1000000	27
1734	Eurasia	184697.83333333334	42.27777777777778	36.0	74.0	20673.0	4.5	3.656909338888889	3.6902508722222223	-0.03334151315000001	-0.007150266635555555	scl	0.880749	1000000	18
1735	Eurasia	217313.14285714287	49.69387755102041	47.5	16.5	20673.0	5.326530612244898	3.7968618285714286	3.7840236367346956	0.012838193602040823	0.003902615734693877	rmc	0.203973	1000000	49
1736	Eurasia	205796.725	47.0	33.76	73.78999999999998	20673.0	4.85	3.8290184399999996	3.8280906650000004	0.0009277881125000061	0.0006441045524999993	gju	0.487729	1000000	40
1737	Eurasia	214703.54761904763	49.142857142857146	22.0	92.0	20673.0	4.5476190476190474	3.8011983	3.78425047142857	0.01694784219285714	0.0036814405714285714	ccp	0.200137	1000000	42
1738	Eurasia	183630.9411764706	41.76470588235294	36.0	74.0	20673.0	4.823529411764706	3.585910788235294	3.6252965588235297	-0.03938576677647059	-0.00850598880235294	scl	0.916314	1000000	17
1739	Eurasia	188611.88	42.56	32.54999999999998	76.11999999999996	20673.0	4.8	3.620408268	3.611555268000001	0.008852987199999995	-0.003537994464	cdh	0.403071	1000000	25
1740	Eurasia	195089.14705882352	44.5	36.349999999999994	73.84	20673.0	4.705882352941177	3.806304276470588	3.80515701764706	0.0011472760899999994	0.0010148833970882354	khw	0.489841	1000000	34
1741	Eurasia	201880.27906976745	46.16279069767442	35.25	73.32999999999996	20673.0	4.8604651162790695	3.6593068116279075	3.6369149488372106	0.022391868488372102	0.006404351523488372	clh	0.177777	1000000	43
1742	Eurasia	203951.9189189189	46.567567567567565	34.630000000000024	71.78000000000003	20673.0	4.405405405405405	3.6937746945945946	3.7285844729729734	-0.03480975656756755	-0.009558781456756753	gju	0.936975	1000000	37
1743	Eurasia	194437.51612903227	44.193548387096776	27.5	84.5	20673.0	5.354838709677419	3.5012929580645156	3.518751300000001	-0.0174583465064516	-0.005561169290322579	the	0.847781	1000000	31
1744	Eurasia	191624.03846153847	43.38461538461539	32.54999999999998	76.11999999999996	20673.0	4.538461538461538	3.613787803846153	3.5761696269230776	0.0376181598076923	0.007701882265384615	cdj	0.103905	1000000	26
1745	Eurasia	205821.775	46.9	42.25	42.79999999999997	20673.0	5.6	3.643376664999999	3.6192043074999996	0.024172335370000003	0.0063198179800000006	rmn	0.10743	1000000	40
1746	Eurasia	197848.7142857143	45.08571428571429	35.35999999999999	71.71999999999998	20673.0	4.571428571428571	3.903661660000002	3.8785434028571437	0.025118256385714282	0.007377325745714287	dml	0.182588	1000000	35
1747	Eurasia	211650.7142857143	48.26190476190476	35.35999999999998	71.71999999999996	20673.0	4.880952380952381	4.100954633333334	4.091941516666667	0.009013130452380952	0.0015555863642857143	dml	0.302852	1000000	42
1748	Eurasia	193238.9411764706	43.94117647058823	28.0	82.0	20673.0	5.294117647058823	3.6870951499999993	3.7013838441176476	-0.014288678220588233	-0.004350635858823529	thl	0.758862	1000000	34
1749	Eurasia	196354.72413793104	44.89655172413793	27.419999999999995	85.0	20673.0	5.0344827586206895	3.4783069103448274	3.4701513379310343	0.008155567679310345	0.002073216291724138	dhw	0.345302	1000000	29
1750	Eurasia	196355.72413793104	44.89655172413793	24.0	84.0	20673.0	5.068965517241379	3.3963981310344833	3.3963263827586205	7.173914586206705e-05	-0.0012423223127586214	dry	0.499117	1000000	29
1751	Eurasia	202417.91176470587	46.294117647058826	24.0	84.0	20673.0	5.235294117647059	3.709467870588236	3.712103776470588	-0.002635913661764703	-0.0013741862882352936	dry	0.53181	1000000	34
1752	Eurasia	183643.82352941178	41.76470588235294	36.0	74.0	20673.0	4.588235294117647	3.705884147058823	3.725471629411765	-0.019587516435294123	-0.003695567247058823	scl	0.733865	1000000	17
1753	Eurasia	180854.6875	41.25	36.0	74.0	20673.0	4.4375	3.5953283125	3.62758114375	-0.032252818075	-0.006262938396250001	scl	0.842864	1000000	16
1754	Eurasia	89557.625	20.25	18.59	75.72000000000001	20673.0	4.625	3.386661425	3.3565060750000004	0.03015535962500001	0.013952034325	dcc	0.331579	1000000	8
1755	Eurasia	199817.16216216216	45.567567567567565	26.470000000000017	76.19999999999996	20673.0	5.216216216216216	3.611822378378379	3.600264843243243	0.011557540554054052	0.004237252672972972	dhd	0.279909	1000000	37
1756	Eurasia	197323.38235294117	45.029411764705884	35.22000000000002	71.86999999999995	20673.0	4.5	3.705563867647059	3.73606450882353	-0.030500635588235302	-0.008919386820588232	gju	0.891102	1000000	34
1757	Eurasia	193568.0357142857	44.607142857142854	33.0	75.0	20673.0	4.642857142857143	3.6718004964285713	3.6900322678571422	-0.01823176689285714	-0.006252548164285718	dgo	0.752685	1000000	28
1758	Eurasia	205664.8260869565	46.80434782608695	31.779999999999976	35.22000000000002	20673.0	4.934782608695652	3.917881113043478	3.9130317195652187	0.004849402506521741	0.002990322391304349	rmt	0.402488	1000000	46
1759	Eurasia	195421.33333333334	44.23809523809524	22.31	73.19000000000003	20673.0	4.476190476190476	3.4196581571428575	3.4192465571428565	0.0004116012476190511	0.0009562240680952386	duh	0.49432	1000000	21
1760	Eurasia	205419.42857142858	47.08163265306123	49.780000000000015	15.519999999999989	20673.0	6.163265306122449	3.9079638061224475	3.900072197959184	0.007891606404081635	0.0034316007551020394	rmc	0.300979	1000000	49
1761	Eurasia	214871.63461538462	49.21153846153846	61.19999999999996	21.929999999999986	20673.0	5.865384615384615	3.738873986538462	3.7434810865384622	-0.004607090476923078	-0.0015181673753846161	rmf	0.607902	1000000	52
1762	Eurasia	199685.4705882353	45.529411764705884	36.0	71.53999999999998	20673.0	4.529411764705882	3.677619208823529	3.69563925882353	-0.01802006301882352	-0.0031042531305588233	khw	0.670096	1000000	34
1763	Eurasia	197866.42857142858	45.08571428571429	35.29999999999998	71.55999999999996	20673.0	4.8	3.766718022857143	3.7505024285714286	0.01621559737142857	0.003999101234285712	gwt	0.308593	1000000	35
1764	Eurasia	194025.08333333334	44.138888888888886	35.92	74.26000000000005	20673.0	4.277777777777778	3.741274583333333	3.7572953555555557	-0.01602076769444444	-0.004605937147222222	gju	0.691118	1000000	36
1765	Eurasia	198880.14285714287	45.42857142857143	36.0	74.0	20673.0	4.809523809523809	3.611146604761904	3.6456212809523807	-0.03447467874761904	-0.00763265851142857	scl	0.925555	1000000	21
1766	Eurasia	133824.91666666666	30.416666666666668	15.270000000000001	74.21000000000001	20673.0	4.333333333333333	3.765286258333333	3.7982479000000002	-0.03296160758333334	-0.007345495911666667	gom	0.767284	1000000	12
1767	Eurasia	192929.5294117647	44.1764705882353	36.0	74.0	20673.0	4.529411764705882	3.6056132529411764	3.6284049823529414	-0.02279172207058824	-0.0040149448729411745	scl	0.771113	1000000	17
1768	Eurasia	113852.5	25.8	34.64999999999999	70.73	20673.0	4.1	3.52170004	3.51567196	0.006028079200000004	0.00023863638000000062	nli	0.441056	1000000	10
1769	Eurasia	213416.84782608695	48.80434782608695	38.0	23.64999999999999	20673.0	4.760869565217392	3.76402672173913	3.7415892326086957	0.02243749480434783	0.005558662984782609	rmn	0.055191	1000000	46
1770	Eurasia	208028.2857142857	47.642857142857146	23.0	72.0	20673.0	5.696428571428571	4.040674703571429	4.026358141071428	0.014316546032142856	0.002192647774999998	guj	0.205974	1000000	56
1771	Eurasia	194898.33333333334	44.5	36.0	74.0	20673.0	4.555555555555555	3.5977257333333332	3.633103727777778	-0.035377979399999995	-0.007310115130000001	scl	0.887568	1000000	18
1772	Eurasia	195778.83333333334	44.72222222222222	36.0	74.0	20673.0	4.777777777777778	3.562988588888889	3.6043926777777773	-0.04140408843888889	-0.009598899661111111	scl	0.937695	1000000	18
1773	Eurasia	217777.33333333334	49.6140350877193	43.34999999999996	19.95000000000002	20673.0	5.684210526315789	3.876231650877193	3.865956391228072	0.01027525082105264	0.003211089725964913	rmy	0.239362	1000000	57
1774	Eurasia	196127.91176470587	44.76470588235294	35.64000000000001	71.68	20673.0	4.5588235294117645	3.80175718235294	3.746763332352942	0.05499383940588235	0.013775967229705881	kls	0.156771	1000000	34
1775	Eurasia	208788.0	47.702127659574465	47.13000000000006	19.72000000000002	20673.0	5.23404255319149	3.7556637744680854	3.740300834042554	0.015362942444680852	0.0047663783387234026	rmc	0.177221	1000000	47
1776	Eurasia	195142.0	44.46511627906977	25.44000000000003	75.63999999999999	20673.0	5.255813953488372	3.6669423906976735	3.694814388372093	-0.027871996913953485	-0.008105668365116277	hoj	0.855354	1000000	43
1777	Eurasia	200847.8205128205	45.69230769230769	21.0	81.0	20673.0	4.846153846153846	3.568409787179487	3.5578959435897444	0.010513850161538461	0.0020551659230769225	hlb	0.36615	1000000	39
1778	Eurasia	194906.33333333334	44.5	36.0	74.0	20673.0	4.833333333333333	3.559956622222222	3.5850765722222224	-0.02511995334444445	-0.0054071912299999995	scl	0.869321	1000000	18
1779	Eurasia	183672.76470588235	41.76470588235294	36.0	74.0	20673.0	4.529411764705882	3.654680923529412	3.6867781294117656	-0.03209722714117647	-0.006374338541176471	scl	0.857534	1000000	17
1780	Eurasia	201712.33333333334	45.76190476190476	29.049999999999997	76.07999999999998	20673.0	4.285714285714286	3.613614238095238	3.606673219047619	0.0069410237619047625	0.0011119303333333341	bgc	0.449274	1000000	21
1781	Eurasia	203460.64462809917	46.37190082644628	25.0	77.0	20673.0	4.7272727272727275	3.635344758677685	3.628606933884297	0.006737825644297521	0.0012744795084297545	hin	0.256149	1000000	121
1782	Eurasia	217666.72955974843	49.75471698113208	25.0	77.0	20673.0	5.566037735849057	4.002961568553458	3.9860599836477975	0.016901580116100635	0.003366992949226415	hin	0.005524	1000000	159
1783	Eurasia	176023.16666666666	39.833333333333336	31.019999999999996	77.14000000000003	20673.0	4.222222222222222	3.3764814333333333	3.38827845	-0.011797005333333338	-0.00439880653888889	hii	0.575711	1000000	18
1784	Eurasia	213218.10256410256	48.56410256410256	46.430000000000014	18.220000000000017	20673.0	5.205128205128205	3.73232336923077	3.7037150256410247	0.0286083467948718	0.008187418002564102	rmc	0.068715	1000000	39
1785	Eurasia	183679.11764705883	41.76470588235294	36.0	74.0	20673.0	4.764705882352941	3.5452760588235295	3.5792903000000003	-0.034014252305882356	-0.007036970243529409	scl	0.87418	1000000	17
1786	Eurasia	181278.2	41.1	36.0	74.0	20673.0	4.85	3.7201021999999995	3.7322688400000006	-0.012166618810000005	-7.931691999998554e-06	scl	0.632041	1000000	20
1787	Eurasia	198534.96875	45.46875	34.330000000000005	73.2	20673.0	4.65625	3.496601209375	3.5482300968750007	-0.051628865281250005	-0.014420714487499996	hno	0.993451	1000000	32
1788	Eurasia	165872.27272727274	38.0	31.25	77.02999999999999	20673.0	4.2727272727272725	3.6401541500000003	3.592773922727272	0.04738021996363637	0.012997437377272724	jns	0.16584	1000000	22
1789	Eurasia	190274.6	43.45	36.0	74.0	20673.0	4.7	3.6079686499999992	3.61824807	-0.010279416835000008	4.8974029999992315e-06	scl	0.612965	1000000	20
1790	Eurasia	176030.44444444444	39.833333333333336	25.290000000000006	69.69000000000003	20673.0	5.888888888888889	3.774695088888888	3.8008840444444436	-0.02618891630555555	-0.007167170061111111	kbu	0.825939	1000000	18
1791	Eurasia	188842.15789473685	43.21052631578947	36.0	74.0	20673.0	4.684210526315789	3.749640205263158	3.794697663157895	-0.045057472273684215	-0.00839935921263158	scl	0.904124	1000000	19
1792	Eurasia	213653.07894736843	48.8421052631579	34.5	73.34000000000002	20673.0	4.552631578947368	3.662498194736841	3.668606707894738	-0.0061084973026315735	-0.0018801515473684206	gju	0.578715	1000000	38
1793	Eurasia	197894.85714285713	45.08571428571429	35.5	72.5	20673.0	4.428571428571429	3.9792896028571434	3.9617791799999997	0.01751043411428571	0.004441661962857143	gwc	0.260027	1000000	35
1794	Eurasia	203676.48780487804	46.48780487804878	35.5	72.5	20673.0	4.390243902439025	3.706192139024391	3.687907053658537	0.018285094682926824	0.006510068117073172	xka	0.210965	1000000	41
1795	Eurasia	216034.8947368421	49.31578947368421	34.0	76.0	20673.0	5.456140350877193	3.847289826315788	3.8412237421052615	0.006066079263157888	0.002380552405263159	kas	0.375361	1000000	57
1796	Eurasia	199718.5588235294	45.529411764705884	35.63000000000002	71.80000000000001	20673.0	4.588235294117647	3.6684262529411766	3.688167132352942	-0.019740891121764702	-0.00391457625114706	khw	0.685955	1000000	34
1797	Eurasia	164938.1923076923	37.88461538461539	22.25	83.79999999999998	20673.0	4.846153846153846	3.484052323076924	3.504452842307692	-0.02040052409230769	-0.006477440202692308	ksy	0.835484	1000000	26
1798	Eurasia	190176.35	43.3	36.0	74.0	20673.0	4.45	3.593624075	3.6282737200000006	-0.03464963436	-0.007101513816999999	scl	0.901165	1000000	20
1799	Eurasia	201443.15	45.75	36.0	74.0	20673.0	4.65	3.5933046799999993	3.6010588999999995	-0.007754205910000001	0.000639421583000001	scl	0.584709	1000000	20
1800	Eurasia	200106.41666666666	45.5	33.59	71.44000000000004	20673.0	4.472222222222222	3.7478443694444445	3.7484716083333343	-0.0006272257944444436	-0.0010124003583333351	hnd	0.509015	1000000	36
1801	Eurasia	193634.45945945947	44.189189189189186	35.619999999999976	72.34999999999995	20673.0	4.621621621621622	3.8215803540540536	3.8108844324324322	0.010695940418918921	0.004424499572972973	mvy	0.338937	1000000	37
1802	Eurasia	180830.6	41.05	36.0	74.0	20673.0	4.7	3.7592834149999987	3.7945696500000006	-0.03528622328500001	-0.007460273072	scl	0.907052	1000000	20
1803	Eurasia	190830.6875	43.59375	15.25	74.0	20673.0	4.90625	3.7649648249999994	3.7552888249999996	0.009676009625000002	0.0036313082281249987	knn	0.370691	1000000	32
1804	Eurasia	207708.725	47.325	42.52999999999998	20.850000000000016	20673.0	5.55	3.7529069575	3.73502049	0.017886465424999998	0.005365113869999999	rmn	0.136769	1000000	40
1805	Eurasia	195153.64705882352	44.5	35.67999999999999	71.65000000000003	20673.0	4.5	3.8153848647058823	3.759903432352941	0.055481418708823525	0.013728194220294117	kls	0.097395	1000000	34
1806	Eurasia	195787.47619047618	44.04761904761905	25.92000000000001	87.32999999999998	20673.0	4.761904761904762	3.379515214285714	3.420675061904762	-0.04115984628571429	-0.012535685666666666	kyw	0.914487	1000000	21
1807	Eurasia	169452.72	38.52	30.0	80.0	20673.0	5.12	3.8545238360000007	3.9001517839999997	-0.045627956403999984	-0.011763320166	kfy	0.959381	1000000	25
1808	Eurasia	201359.48571428572	45.91428571428571	34.63000000000002	70.85999999999999	20673.0	4.457142857142857	3.679701457142857	3.712227525714286	-0.03252605	-0.008816465099999995	gju	0.912428	1000000	35
1809	Eurasia	215211.03846153847	49.09615384615385	17.0	77.0	20673.0	5.25	3.707110748076922	3.6682426653846147	0.03886808330000001	0.010030403353846152	lmn	0.045932	1000000	52
1810	Eurasia	169968.15789473685	38.63157894736842	25.32999999999999	66.91	20673.0	4.684210526315789	3.335575589473684	3.281677405263158	0.05389815902631578	0.013613106205263159	lss	0.132576	1000000	19
1811	Eurasia	216275.12765957447	49.170212765957444	56.23000000000001	24.029999999999983	20673.0	5.702127659574468	3.845421355319148	3.823055014893616	0.022366310491489374	0.007197483587234043	rml	0.070158	1000000	47
1812	Eurasia	207481.07692307694	47.30769230769231	53.02999999999998	22.580000000000013	20673.0	5.435897435897436	3.855972158974358	3.81392901025641	0.042043135630769245	0.011359720669230763	rml	0.015813	1000000	39
1813	Eurasia	147718.0588235294	33.411764705882355	20.9	84.95000000000002	20673.0	4.647058823529412	3.7954690764705883	3.7668432588235294	0.02862583838235294	0.005421144458823527	lbm	0.330497	1000000	17
1814	Eurasia	203737.01666666666	46.55	47.0	21.5	20673.0	5.35	3.7510181249999994	3.7433760083333345	0.0076421139266666755	0.002803917451166667	rmy	0.304913	1000000	60
1815	Eurasia	206660.3409090909	47.11363636363637	42.07999999999998	21.63	20673.0	5.568181818181818	3.7111542659090904	3.684423177272727	0.02673107877272728	0.007566593670454546	rmn	0.05126	1000000	44
1816	Eurasia	217794.9814814815	49.53703703703704	42.13000000000006	21.72000000000002	20673.0	5.648148148148148	3.8529501148148153	3.8436712907407418	0.009278813838888891	0.0031677955611111104	rmy	0.245752	1000000	54
