concept_name	token	concept_id	token_idx	language_id	concept_id_train	none	onehot	mi-onehot	unc-onehot	macroarea_count	p_value	n_permutations	n_instances	significant-0.01	significant-0.05	significant-0.10
knee	p	46.0	37.0	4352.98526599739	46.0	5.907824783610201	5.539666421594593	0.3681583620156072	0.06531986299793167	4.0	0.0	100000.0	997	True	True	True
knee	q	46.0	38.0	4048.846668085097	46.0	8.381667598271349	8.06012308324706	0.3215445150242886	0.04093523641242825	4.0	0.2509025	100000.0	223	False	False	False
knee	r	46.0	39.0	4270.278047608704	46.0	4.804502139649969	4.6041051104782	0.2003970291717707	0.0402577964182721	4.0	0.0	100000.0	1314	True	True	True
knee	s	46.0	40.0	4169.952945270278	46.0	5.614962862096736	5.411175711031694	0.20378715106504203	0.034099351765414315	4.0	0.2326675	100000.0	468	False	False	False
knee	t	46.0	41.0	4318.90513973607	46.0	4.822968889931912	4.6351121100960775	0.1878567798358326	0.0370185031072948	4.0	0.0	100000.0	1584	True	True	True
knee	u	46.0	42.0	4160.731141569834	46.0	3.6700008082884317	3.2821797092205878	0.3878210990678436	0.11811185016131498	4.0	0.0	100000.0	5158	True	True	True
knee	v	46.0	43.0	5079.797762433187	46.0	8.974259876376063	8.801439897458232	0.1728199789178318	0.017484389767903574	4.0	0.087905	100000.0	203	False	False	False
knee	w	46.0	44.0	4245.929099818408	46.0	5.958275031213176	5.77613412968744	0.18214090152573523	0.022827817538689177	4.0	3.25e-05	100000.0	851	True	True	True
knee	x	46.0	45.0	4330.711150303768	46.0	7.504059344941782	7.320251554697493	0.18380779024428903	0.0223678616457265	4.0	0.0440525	100000.0	194	False	False	False
knee	y	46.0	46.0	4504.886514182377	46.0	6.111690151461285	6.108115050185406	0.0035751012758807963	-0.004453999033347825	4.0	0.43022499999999997	100000.0	450	False	False	False
knee	z	46.0	47.0	4417.905915246621	46.0	8.883818936542056	8.556586579613594	0.3272323569284625	0.034364418571649354	4.0	0.0822675	100000.0	225	False	False	False
knee	~	46.0	48.0	4051.547342179199	46.0	2.3964788491153106	2.4976861498201703	-0.10120730070485943	-0.15394883877148194	4.0	0.9589375	100000.0	1084	False	False	False
know	 	58.0	3.0	4298.993716931217	58.0	8.13668250785303	8.079947619250527	0.05673488860250147	0.0067996773763388	4.0	0.3477925	100000.0	63	False	False	False
know	*	58.0	7.0	4349.489583333334	58.0	6.390742866032653	6.062001925375727	0.3287409406569269	0.04693676205135584	4.0	0.4096375	100000.0	23	False	False	False
know	3	58.0	8.0	4219.973249805749	58.0	5.650735904373223	5.454970083258345	0.19576582111487711	0.022866385836162923	4.0	0.4434475	100000.0	160	False	False	False
know	5	58.0	10.0	5050.51282051282	58.0	7.140104844631293	7.102145764155265	0.037959080476027265	0.004723885776789625	4.0	0.5927475	100000.0	143	False	False	False
know	C	58.0	13.0	5185.375	58.0	6.849450270334879	6.75208756658766	0.09736270374721949	0.012490434751952299	4.0	0.38158749999999997	100000.0	25	False	False	False
know	E	58.0	14.0	3890.230411255411	58.0	5.895924222175822	5.871940474950778	0.02398374722504512	-0.0003436476473998003	4.0	0.6171875	100000.0	108	False	False	False
know	EOW	58.0	2.0	4012.269368809377	58.0	1.211205653443771	1.342716922383832	-0.13151126894006102	-0.1151608663165853	4.0	1.0	100000.0	1192	False	False	False
know	N	58.0	17.0	4461.984027777778	58.0	5.897507515052955	5.834016181611352	0.06349133344160186	0.005993859904619976	4.0	0.2701025	100000.0	66	False	False	False
know	a	58.0	22.0	3885.848046295728	58.0	2.4395312910896796	2.445217555528677	-0.005686264438997425	-0.012007134224578525	4.0	0.7401925	100000.0	911	False	False	False
know	b	58.0	23.0	4488.292529178339	58.0	5.735018652496663	5.741302533886568	-0.006283881389905523	-0.0037335140102844502	4.0	0.45942	100000.0	167	False	False	False
know	d	58.0	25.0	3910.2721396293764	58.0	5.7905009197430095	5.69423297977424	0.09626793996876891	0.017183002699409627	4.0	0.060832500000000005	100000.0	99	False	False	False
know	e	58.0	26.0	3928.900148536648	58.0	4.116178515364255	4.056164912912491	0.060013602451763445	0.013183636683176448	4.0	0.061245	100000.0	327	False	False	False
know	g	58.0	28.0	3978.1921326358824	58.0	5.978694376677719	5.91930843866204	0.05938593801567903	0.007804107678271687	4.0	0.21809499999999998	100000.0	93	False	False	False
know	h	58.0	29.0	3797.9871693121695	58.0	5.8075333287917745	5.646755796349239	0.1607775324425369	0.028160467225310324	4.0	0.028632499999999998	100000.0	102	False	False	False
know	i	58.0	30.0	4244.854734338537	58.0	3.5666609973914283	3.583400035433896	-0.0167390380424677	-0.012504070300422575	4.0	0.544025	100000.0	511	False	False	False
know	j	58.0	31.0	3648.160317460318	58.0	8.093053015801642	7.997608005139563	0.09544501066207885	0.010460504639829475	4.0	0.68276	100000.0	45	False	False	False
know	k	58.0	32.0	4383.767566287879	58.0	4.245696053520103	4.2468101831656995	-0.0011141296455967828	-0.004220277913443775	4.0	0.2716275	100000.0	170	False	False	False
know	l	58.0	33.0	3842.602745119787	58.0	5.107339118172064	4.943967879955381	0.1633712382166828	0.0330394974053033	4.0	0.0001225	100000.0	147	True	True	True
know	m	58.0	34.0	4060.695107811865	58.0	4.482439813146978	4.518280056690654	-0.03584024354367658	-0.013662297976725576	4.0	0.5295075	100000.0	345	False	False	False
know	n	58.0	35.0	4299.731592659491	58.0	4.142983636581219	4.14833500011206	-0.005351363530841324	-0.006043414397993025	4.0	0.48075	100000.0	313	False	False	False
know	o	58.0	36.0	4059.909052196408	58.0	3.7305065196342397	3.71295227924955	0.017554240384690074	0.00057876677483435	4.0	0.3303625	100000.0	288	False	False	False
