,ID,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent,Family
1364,BENDE,Africa,-6,30.58,NA,bdp,NA,Atlantic-Congo
1365,BENDE_2,Africa,-6.3,30.7,NA,bdp,NA,Atlantic-Congo
1366,BENDEGHE,Africa,5.42,8.67,NA,etu,NA,Atlantic-Congo
1367,BENDEGHE_2,Africa,6.02,8.87,NA,etu,NA,Atlantic-Congo
1368,BENE_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1369,BENGA,Africa,1.25,9.4,NA,bng,NA,Atlantic-Congo
1370,BENGA_2,Africa,1.17,9.42,NA,bng,NA,Atlantic-Congo
1371,BENGE_BATI,Africa,3,25.33,NA,bww,NA,Atlantic-Congo
1372,BILE,Africa,8.92,11.17,NA,bil,NA,Atlantic-Congo
1373,BIRA,Africa,1.25,30,NA,brf,NA,Atlantic-Congo
1374,BIRA_BIP,Africa,1,28.75,NA,bip,NA,Atlantic-Congo
1375,BIRA_MIALA_BUNIA,Africa,1.25,30,NA,brf,NA,Atlantic-Congo
1376,BIRA_SEDZABO,Africa,1.25,30,NA,brf,NA,Atlantic-Congo
1377,BOA_ABAMAKE,Africa,3,25.33,NA,bww,NA,Atlantic-Congo
1378,BOA_BABANDA,Africa,3,25.33,NA,bww,NA,Atlantic-Congo
1379,BOA_BUTA,Africa,3,25.33,NA,bww,NA,Atlantic-Congo
1380,BOBANGI,Africa,-1.33,17.33,NA,bni,NA,Atlantic-Congo
1381,BODO,Africa,6,26,NA,boy,NA,Atlantic-Congo
1382,BOGONGO,Africa,3.58,16.25,NA,bkj,NA,Atlantic-Congo
1383,BOKO_DRC,Africa,1.52,18.88,NA,bkp,NA,Atlantic-Congo
1384,BOLEKE_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1385,BOLIA,Africa,-1.25,18.33,NA,bli,NA,Atlantic-Congo
1386,BOLIA_BANDUNDU,Africa,-1.25,18.33,NA,bli,NA,Atlantic-Congo
1387,BOLIA_NSAO,Africa,-1.25,18.33,NA,bli,NA,Atlantic-Congo
1388,BOLO,Africa,-10.3,15.1,NA,blv,NA,Atlantic-Congo
1389,BOLONDO,Africa,2.45,19.55,NA,bzm,NA,Atlantic-Congo
1390,BOMA,Africa,3.58,23.17,NA,boh,NA,Atlantic-Congo
1391,BOMA_2,Africa,3.55,23,NA,boh,NA,Atlantic-Congo
1392,BOMA_NORD,Africa,3.58,23.17,NA,boh,NA,Atlantic-Congo
1393,BOMA_NORD_EKEMWA,Africa,3.58,23.17,NA,boh,NA,Atlantic-Congo
1394,BOMA_NORD_PLATEAUX_CONGO,Africa,3.58,23.17,NA,boh,NA,Atlantic-Congo
1395,BOMA_NORD_SAIO,Africa,3.58,23.17,NA,boh,NA,Atlantic-Congo
1396,BOMBOMA,Africa,2.42,18.83,NA,bws,NA,Atlantic-Congo
1397,BOMBOMA_2,Africa,2.4,18.75,NA,bws,NA,Atlantic-Congo
1398,BOMBORAWA,Africa,10.72,8.79,NA,bma,NA,Atlantic-Congo
1399,BOMWALI,Africa,1.58,16,NA,bmw,NA,Atlantic-Congo
1400,BOMWALI_2,Africa,1.58,16,NA,bmw,NA,Atlantic-Congo
1401,BONDEI,Africa,-5,38.33,NA,bou,NA,Atlantic-Congo
1402,BONDEI_2,Africa,-5.05,38.5,NA,bou,NA,Atlantic-Congo
1403,BONDEI_3,Africa,-5.05,38.5,NA,bou,NA,Atlantic-Congo
1404,BONDEKO_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1405,BONEK,Africa,4.75,11.23,NA,ttf,NA,Atlantic-Congo
1406,BONGILI_1,Africa,0.33,16.58,NA,bui,NA,Atlantic-Congo
1407,BONGILI_2,Africa,0.33,16.58,NA,bui,NA,Atlantic-Congo
1408,BOSSELA_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1409,BOTALA_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1410,BOTONGO_DIBOLE,Africa,1.08,17.25,NA,bvx,NA,Atlantic-Congo
1411,BU,Africa,6.58,10.25,NA,boe,NA,Atlantic-Congo
1412,BU_2,Africa,6.6,10.27,NA,boe,NA,Atlantic-Congo
1413,BU_CAMEROON,Africa,6.22,10.08,NA,lmx,NA,Atlantic-Congo
1414,BUBE,Africa,3.5,8.67,NA,bvb,NA,Atlantic-Congo
1415,BUDU,Africa,2,28,NA,buu,NA,Atlantic-Congo
1416,BUDU_2,Africa,2,28,NA,buu,NA,Atlantic-Congo
1417,BUJA,Africa,2.5,22.67,NA,bja,NA,Atlantic-Congo
1418,BUJA_2,Africa,2.07,21.53,NA,bja,NA,Atlantic-Congo
1419,BUJA_3,Africa,2.07,21.53,NA,bja,NA,Atlantic-Congo
1420,BUJA_BUMBA_YAMOLOTO,Africa,2.5,22.67,NA,bja,NA,Atlantic-Congo
1421,BUJA_MONOGO_BUMBA,Africa,2.5,22.67,NA,bja,NA,Atlantic-Congo
1422,BUJEBA,Africa,3,10.17,NA,nmg,NA,Atlantic-Congo
1423,BUKUSU,Africa,0.7,34.7,NA,bxk,NA,Atlantic-Congo
1424,BULU,Africa,3,11,NA,bum,NA,Atlantic-Congo
1425,BUM,Africa,6.49,10.41,NA,bmv,NA,Atlantic-Congo
1426,BUM_A_CAMEROON,Africa,6.37,10.17,NA,bmv,NA,Atlantic-Congo
1427,BUM_B_CAMEROON,Africa,3,11,NA,bum,NA,Atlantic-Congo
1428,BUNGU,Africa,-8.33,32.88,NA,wun,NA,Atlantic-Congo
1429,BUNGU_2,Africa,-8.5,33,NA,wun,NA,Atlantic-Congo
1430,BUNGU_3,Africa,-8.5,33,NA,wun,NA,Atlantic-Congo
1431,BURU,Africa,7,10.9,NA,bqw,NA,Atlantic-Congo
1432,BUSHONG_1,Africa,-4.5,21.5,NA,buf,NA,Atlantic-Congo
1433,BUSHONG_2,Africa,-4.5,21.5,NA,buf,NA,Atlantic-Congo
1434,BUSHOONG,Africa,-4.5,21.5,NA,buf,NA,Atlantic-Congo
1435,BUU,Africa,-2.37,40.33,NA,pkb,NA,Atlantic-Congo
1436,BWELA,Africa,2.25,20.5,NA,bwl,NA,Atlantic-Congo
1437,BWILE,Africa,-7.75,29,NA,bwc,NA,Atlantic-Congo
1438,BWISI,Africa,-3.17,12,NA,bwz,NA,Atlantic-Congo
1439,C10_GANDO,Africa,3.75,17.75,NA,ngd,NA,Atlantic-Congo
1440,C24_KOYO_ZWE,Africa,-0.67,15.67,NA,koh,NA,Atlantic-Congo
1441,C301_BODO_1,Africa,6,26,NA,boy,NA,Atlantic-Congo
1442,C36d_LINGALA_2,Africa,2,18.5,NA,lin,NA,Atlantic-Congo
1443,C36e_BOLOKI_NGIRI,Africa,0.83,18.42,NA,bkt,NA,Atlantic-Congo
1444,C45_LEBEO,Africa,1.75,25,NA,agh,NA,Atlantic-Congo
1445,C75_KELA,Africa,-1.33,24,NA,kel,NA,Atlantic-Congo
1446,C80_MBINGI,Africa,-4.5,21.5,NA,buf,NA,Atlantic-Congo
1447,C80_SHUWA,Africa,-4.5,21.5,NA,buf,NA,Atlantic-Congo
1448,C81_DENGESE,Africa,-3.25,21.67,NA,dez,NA,Atlantic-Congo
1449,C831_ILEBO,Africa,-4.5,21.5,NA,buf,NA,Atlantic-Congo
1450,C84_LELE_LUHILEEL_2,Africa,-5,20.67,NA,lel,NA,Atlantic-Congo
1451,C84_LELE_LUHILEEL_3,Africa,-5,20.67,NA,lel,NA,Atlantic-Congo
1452,C84_LELE_LUHILEEL_4,Africa,-5,20.67,NA,lel,NA,Atlantic-Congo
1453,CAGA_KILEMA,Africa,-5,39,NA,seg,NA,Atlantic-Congo
1454,CAGA_KIWOSO,Africa,-5,39,NA,seg,NA,Atlantic-Congo
1455,CENTRAL_KENYANG,Africa,5.67,9.5,NA,ken,NA,Atlantic-Congo
1456,CENTRAL_TEKE_EBO,Africa,-2.3,16.25,NA,ebo,NA,Atlantic-Congo
1457,CEWA,Africa,-14,34,NA,nya,NA,Atlantic-Congo
1458,CHICHEWA_NYANJA,Africa,-13.8,33.5,NA,nya,NA,Atlantic-Congo
1459,CHIGA,Africa,-1,29.85,NA,cgg,NA,Atlantic-Congo
1460,CHILOMWE,Africa,-15.67,37,NA,ngl,NA,Atlantic-Congo
1461,CHINGONI,Africa,-11,36,NA,ngo,NA,Atlantic-Congo
1462,CHOKWE,Africa,-6.67,20,NA,cjk,NA,Atlantic-Congo
1463,CHONYI,Africa,-3.72,39.75,NA,coh,NA,Atlantic-Congo
1464,CHUKA,Africa,-0.27,37.61,NA,cuh,NA,Atlantic-Congo
1465,CHUKA_2,Africa,-0.3,37.7,NA,cuh,NA,Atlantic-Congo
1466,CHUWABO,Africa,-17.4,37,NA,chw,NA,Atlantic-Congo
1467,CHUWABU,Africa,-17.33,37,NA,chw,NA,Atlantic-Congo
1468,CHWAKA,Africa,-4.6,39.32,NA,nyf,NA,Atlantic-Congo
1469,CIYAWO,Africa,-14.5,35.5,NA,yao,NA,Atlantic-Congo
1470,CONI,Africa,-3.5,39.67,NA,nyf,NA,Atlantic-Congo
1471,CUNG,Africa,6.58,10.42,NA,cug,NA,Atlantic-Congo
1472,D14_ENYA,Africa,-0.5,25.25,NA,gey,NA,Atlantic-Congo
1473,D27_BANGUBANGU_MUTINGWA,Africa,-6,28,NA,bnx,NA,Atlantic-Congo
1474,D28_HOLOHOLO,Africa,-5.17,29.92,NA,hoo,NA,Atlantic-Congo
1475,D55_BUYU,Africa,-4.67,28.33,NA,byi,NA,Atlantic-Congo
1476,DAWIDA,Africa,-4,38.67,NA,dav,NA,Atlantic-Congo
1477,DCIRIKU,Africa,-18.33,21.67,NA,diu,NA,Atlantic-Congo
1478,DE_WUNGTSE,Africa,6.67,11,NA,ncp,NA,Atlantic-Congo
1479,DENYA_BAJWO,Africa,6,9.42,NA,anv,NA,Atlantic-Congo
1480,DENYA_BASHO,Africa,6,9.42,NA,anv,NA,Atlantic-Congo
1481,DENYA_BITIEKU,Africa,6,9.42,NA,anv,NA,Atlantic-Congo
1482,DENYA_TAKAMANDA,Africa,6,9.42,NA,anv,NA,Atlantic-Congo
1483,DHAISO,Africa,-4.83,38.83,NA,dhs,NA,Atlantic-Congo
1484,DIGO,Africa,-4.27,39.33,NA,dig,NA,Atlantic-Congo
1485,DIGO_1,Africa,-4.25,39.5,NA,dig,NA,Atlantic-Congo
1486,DIGO_2,Africa,-4.25,39.5,NA,dig,NA,Atlantic-Congo
1487,DIMBONG,Africa,4.8,11,NA,dii,NA,Atlantic-Congo
1488,DING,Africa,-4.33,19.5,NA,diz,NA,Atlantic-Congo
1489,DING_2,Africa,-4.1,19.25,NA,diz,NA,Atlantic-Congo
1490,DING_3,Africa,-4.1,19.25,NA,diz,NA,Atlantic-Congo
1491,DIRIKU,Africa,-18.33,21.67,NA,diu,NA,Atlantic-Congo
1492,DIRIM,Africa,7.84,11.63,NA,dir,NA,Atlantic-Congo
1493,DOE,Africa,-6,38.58,NA,doe,NA,Atlantic-Congo
1494,DOE_2,Africa,-6,38.58,NA,doe,NA,Atlantic-Congo
1495,DOE_3,Africa,-6.25,38.5,NA,doe,NA,Atlantic-Congo
1496,DOKO,Africa,3,23.08,NA,ngc,NA,Atlantic-Congo
1497,DOKO_2,Africa,2.18,21.63,NA,ngc,NA,Atlantic-Congo
1498,DOKO_3,Africa,2.18,21.63,NA,ngc,NA,Atlantic-Congo
1499,DONG,Africa,8.5,12,NA,doh,NA,Atlantic-Congo
1500,DUALA,Africa,4,9.42,NA,dua,NA,Atlantic-Congo
1501,DUALA_2,Africa,4.2,9.55,NA,dua,NA,Atlantic-Congo
1502,DUGURI,Africa,9.58,9.77,NA,dbm,NA,Atlantic-Congo
1503,DUMA,Africa,-0.95,13,NA,dma,NA,Atlantic-Congo
1504,DUMA_2,Africa,-0.95,13,NA,dma,NA,Atlantic-Congo
1505,DUMA_3,Africa,-0.9,13,NA,dma,NA,Atlantic-Congo
1506,DUMA_4,Africa,-0.9,13,NA,dma,NA,Atlantic-Congo
1507,DURUMA,Africa,-3.78,39.08,NA,dug,NA,Atlantic-Congo
1508,DYUMBA,Africa,-0.59,10.07,NA,mye,NA,Atlantic-Congo
1509,DZEKE_DIBOLE,Africa,1.08,17.25,NA,bvx,NA,Atlantic-Congo
1510,DZING_A,Africa,-4.33,19.5,NA,diz,NA,Atlantic-Congo
1511,DZING_B,Africa,-4.33,19.5,NA,diz,NA,Atlantic-Congo
1512,DZING_KAANTSA,Africa,-4.33,19.5,NA,diz,NA,Atlantic-Congo
1513,DZING_SEDZO,Africa,-4.33,19.5,NA,diz,NA,Atlantic-Congo
1514,DZODINKA,Africa,6.75,10.92,NA,add,NA,Atlantic-Congo
1515,EASTERN_NYALA,Africa,0.45,34.65,NA,nle,NA,Atlantic-Congo
1516,EASTERN_TEKE,Africa,-3.7,16.5,NA,tek,NA,Atlantic-Congo
1517,EASTERN_TEKE_2,Africa,-3.7,16.5,NA,tek,NA,Atlantic-Congo
1518,EDZAMA_DIBOLE,Africa,1.08,17.25,NA,bvx,NA,Atlantic-Congo
1519,EFUTOP,Africa,5.92,8.33,NA,ofu,NA,Atlantic-Congo
1520,EFUTOP_2,Africa,5.92,8.36,NA,ofu,NA,Atlantic-Congo
1521,EGBUTA,Africa,2.73,23.77,NA,bja,NA,Atlantic-Congo
1522,EHO_MBO,Africa,5.23,9.85,NA,mbo,NA,Atlantic-Congo
1523,EJAGHAM,Africa,5.42,8.67,NA,etu,NA,Atlantic-Congo
1524,EKAJUK,Africa,6.42,8.58,NA,eka,NA,Atlantic-Congo
1525,EKAJUK_2,Africa,6.46,8.56,NA,eka,NA,Atlantic-Congo
1526,EKOI,Africa,5.42,8.67,NA,etu,NA,Atlantic-Congo
1527,EKPARABONG,Africa,6.08,8.67,NA,nbb,NA,Atlantic-Congo
1528,EKPARABONG_2,Africa,6.03,8.75,NA,nbb,NA,Atlantic-Congo
1529,ELEKU_BONGINDA,Africa,0.17,18.25,NA,lse,NA,Atlantic-Congo
1530,ELEKU_IBENGE,Africa,0.17,18.25,NA,lse,NA,Atlantic-Congo
1531,ELUNG,Africa,5.05,9.83,NA,bss,NA,Atlantic-Congo
1532,ELWANA,Africa,-0.85,39.95,NA,mlk,NA,Atlantic-Congo
1533,EMBU,Africa,-0.6,37.7,NA,ebu,NA,Atlantic-Congo
1534,ENENGA,Africa,-0.7,10.29,NA,mye,NA,Atlantic-Congo
1535,ENYA,Africa,-0.5,25.25,NA,gey,NA,Atlantic-Congo
1536,ENYA_KIBOMBO,Africa,-0.5,25.25,NA,gey,NA,Atlantic-Congo
1537,ENYA_MANDA,Africa,-0.5,25.25,NA,gey,NA,Atlantic-Congo
1538,EPENA_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1539,ESIMBI,Africa,6.5,9.92,NA,ags,NA,Atlantic-Congo
1540,ESIMBI_2,Africa,6.5,9.89,NA,ags,NA,Atlantic-Congo
1541,ESO_YALEMBA,Africa,1.25,23.75,NA,soc,NA,Atlantic-Congo
1542,ETON,Africa,4.25,11.5,NA,eto,NA,Atlantic-Congo
1543,ETON_CAMEROON,Africa,4.25,11.5,NA,eto,NA,Atlantic-Congo
1544,ETUNG_N,Africa,5.9,8.91,NA,etu,NA,Atlantic-Congo
1545,ETUNG_S,Africa,5.82,8.71,NA,etu,NA,Atlantic-Congo
1546,EWONDO,Africa,4,12,NA,ewo,NA,Atlantic-Congo
1547,EWONDO_2,Africa,4,12,NA,ewo,NA,Atlantic-Congo
1548,EWONDO_3,Africa,4,12,NA,ewo,NA,Atlantic-Congo
1549,EWONDO_4,Africa,4,12,NA,ewo,NA,Atlantic-Congo
1550,F21_SUKUMA,Africa,-2.83,32,NA,suk,NA,Atlantic-Congo
1551,F23_SUMBWA_YEKE,Africa,-3.67,32,NA,suw,NA,Atlantic-Congo
1552,FAM,Africa,7.54,10.51,NA,fam,NA,Atlantic-Congo
1553,FANG,Africa,6.54,10.32,NA,fak,NA,Atlantic-Congo
1554,FANG_2,Africa,0.8,10.5,NA,fan,NA,Atlantic-Congo
1555,FANG_3,Africa,0.8,10.5,NA,fan,NA,Atlantic-Congo
1556,FANG_4,Africa,0.8,10.5,NA,fan,NA,Atlantic-Congo
1557,FANG_GABON,Africa,-1,11.42,NA,fan,NA,Atlantic-Congo
1558,FANG_MEKE,Africa,-1,11.42,NA,fan,NA,Atlantic-Congo
1559,FANG_NTUMU,Africa,-1,11.42,NA,fan,NA,Atlantic-Congo
1560,FANG_SOUANKE,Africa,-1,11.42,NA,fan,NA,Atlantic-Congo
1561,FEFE_1,Africa,5.25,10.17,NA,fmp,NA,Atlantic-Congo
1562,FEFE_2,Africa,5.25,10.17,NA,fmp,NA,Atlantic-Congo
1563,FEW_2,Africa,-17.7,24.35,NA,fwe,NA,Atlantic-Congo
1564,FIPA,Africa,-8,31.3,NA,fip,NA,Atlantic-Congo
1565,FULIRU,Africa,-3.08,29,NA,flr,NA,Atlantic-Congo
1566,FUMU_1,Africa,-3.67,15.33,NA,ifm,NA,Atlantic-Congo
1567,FUMU_2,Africa,-3.67,15.33,NA,ifm,NA,Atlantic-Congo
1568,FWE,Africa,-17.72,24.43,NA,fwe,NA,Atlantic-Congo
1569,G44a_NGAZIDJA,Africa,-11.8,43.3,NA,zdj,NA,Atlantic-Congo
1570,G65_KINGA,Africa,-9.5,34.3,NA,zga,NA,Atlantic-Congo
1571,GALWA,Africa,-0.7,10.24,NA,mye,NA,Atlantic-Congo
1572,GALWA_2,Africa,-0.7,10.24,NA,mye,NA,Atlantic-Congo
1573,GANDA,Africa,0.5,32,NA,lug,NA,Atlantic-Congo
1574,GENGELE,Africa,-2.08,26.08,NA,sod,NA,Atlantic-Congo
1575,GHOMALA_1,Africa,5.42,10.33,NA,bbj,NA,Atlantic-Congo
1576,GHOMALA_2,Africa,5.42,10.33,NA,bbj,NA,Atlantic-Congo
1577,GIKUYU,Africa,-0.75,36.75,NA,kik,NA,Atlantic-Congo
1578,GIKUYU_2,Africa,-0.75,36.75,NA,kik,NA,Atlantic-Congo
1579,GIKUYU_3,Africa,-0.45,36.75,NA,kik,NA,Atlantic-Congo
1580,GIRYAMA,Africa,-3.18,39.53,NA,nyf,NA,Atlantic-Congo
1581,GIRYAMA_2,Africa,-3.5,39.67,NA,nyf,NA,Atlantic-Congo
1582,GIRYAMA_3,Africa,-3.5,39.67,NA,nyf,NA,Atlantic-Congo
1583,GIRYAMA_4,Africa,-3.5,39.67,NA,nyf,NA,Atlantic-Congo
1584,GISIRA,Africa,-1.75,10.5,NA,swj,NA,Atlantic-Congo
1585,GOGO,Africa,-6,36,NA,gog,NA,Atlantic-Congo
1586,GUBAWA,Africa,10.5,9.75,NA,gua,NA,Atlantic-Congo
1587,GUSII,Africa,-0.75,34.83,NA,guz,NA,Atlantic-Congo
1588,GUSII_2,Africa,-0.8,34.8,NA,guz,NA,Atlantic-Congo
1589,GWENO,Africa,-3.67,37.75,NA,gwe,NA,Atlantic-Congo
1590,GWENO_2,Africa,-3.7,37.7,NA,gwe,NA,Atlantic-Congo
1591,GWERE,Africa,1.08,33.92,NA,gwr,NA,Atlantic-Congo
1592,GWERE_2,Africa,1.08,33.92,NA,gwr,NA,Atlantic-Congo
1593,GWERE_3,Africa,1.15,33.8,NA,gwr,NA,Atlantic-Congo
1594,GYELE,Africa,2.47,10.25,NA,gyi,NA,Atlantic-Congo
1595,H12_VILI_MAYUMBA,Africa,-4.67,12,NA,vif,NA,Atlantic-Congo
1596,H166_KONGO_MANYANGA,Africa,-5,15,NA,kng,NA,Atlantic-Congo
1597,H41_MBALA_1,Africa,-5,18,NA,mdp,NA,Atlantic-Congo
1598,H42_HUNGANA_1,Africa,-3.67,18.42,NA,hum,NA,Atlantic-Congo
1599,H42_HUNGANA_2,Africa,-3.67,18.42,NA,hum,NA,Atlantic-Congo
1600,H42_HUNGANA_3,Africa,-3.67,18.42,NA,hum,NA,Atlantic-Congo
1601,H42_HUNGANA_4,Africa,-3.67,18.42,NA,hum,NA,Atlantic-Congo
1602,HA,Africa,-4.5,30,NA,haq,NA,Atlantic-Congo
1603,HA_2,Africa,-3.7,30.5,NA,haq,NA,Atlantic-Congo
1604,HADIMU,Africa,-6.5,39,NA,swh,NA,Atlantic-Congo
1605,HANGALA,Africa,-4,15,NA,ldi,NA,Atlantic-Congo
1606,HANGAZA,Africa,-2.6,30.75,NA,han,NA,Atlantic-Congo
1607,HAUT_KENYANG,Africa,5.67,9.5,NA,ken,NA,Atlantic-Congo
1608,HAYA,Africa,-2,31.5,NA,hay,NA,Atlantic-Congo
1609,HAYA_2,Africa,-2,31.5,NA,hay,NA,Atlantic-Congo
1610,HAYA_3,Africa,-1.8,31.5,NA,hay,NA,Atlantic-Congo
1611,HAYA_4,Africa,-1.8,31.5,NA,hay,NA,Atlantic-Congo
1612,HEHE,Africa,-8,36,NA,heh,NA,Atlantic-Congo
1613,HEHE_2,Africa,-8,35.6,NA,heh,NA,Atlantic-Congo
1614,HEMBA_BWINYANYEMBA,Africa,-6.25,27.17,NA,hem,NA,Atlantic-Congo
1615,HEMBA_MAMBWE,Africa,-6.25,27.17,NA,hem,NA,Atlantic-Congo
1616,HERERO,Africa,-20.58,19,NA,her,NA,Atlantic-Congo
1617,HERERO_2,Africa,-20.58,19,NA,her,NA,Atlantic-Congo
1618,HIMA_RDC,Africa,-0.5,30.5,NA,nyn,NA,Atlantic-Congo
1619,HLUBI,Africa,-26.5,31,NA,ssw,NA,Atlantic-Congo
1620,HOLOHOLO,Africa,-5.17,29.92,NA,hoo,NA,Atlantic-Congo
1621,HOLU,Africa,-8.7,16.7,NA,hol,NA,Atlantic-Congo
1622,HUNDE,Africa,-1.17,28.83,NA,hke,NA,Atlantic-Congo
1623,HUNDE_2,Africa,-1.17,28.83,NA,hke,NA,Atlantic-Congo
1624,HUNGANA,Africa,-3.67,18.42,NA,hum,NA,Atlantic-Congo
1625,HUNGANA_2,Africa,-3.75,18.45,NA,hum,NA,Atlantic-Congo
1626,IBEE,Africa,-3,18,NA,skt,NA,Atlantic-Congo
1627,IBOLO_BAMBOMBA_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1628,IBONGO,Africa,-3.17,12,NA,bwz,NA,Atlantic-Congo
1629,IDAKHO_ISUKHA_TIRIKI,Africa,0.2,34.85,NA,ida,NA,Atlantic-Congo
1630,IDAKHO_ISUKHA_TIRIKI_2,Africa,0.2,34.85,NA,ida,NA,Atlantic-Congo
1631,IKIZU,Africa,-1.99,34.36,NA,ikz,NA,Atlantic-Congo
1632,IKIZU_2,Africa,-2.2,34.35,NA,ikz,NA,Atlantic-Congo
1633,IKIZU_3,Africa,-2.2,34.35,NA,ikz,NA,Atlantic-Congo
1634,IKOMA,Africa,-2.4,34.75,NA,ntk,NA,Atlantic-Congo
1635,ILA,Africa,-15.58,26.5,NA,ilb,NA,Atlantic-Congo
1636,ILWANA,Africa,-0.85,39.95,NA,mlk,NA,Atlantic-Congo
1637,IMPFONDO,Africa,2.4,17.63,NA,bok,NA,Atlantic-Congo
1638,INDAAKA,Africa,1.53,27.97,NA,ndk,NA,Atlantic-Congo
1639,IPULO,Africa,6.25,9.58,NA,ass,NA,Atlantic-Congo
1640,ISANGU,Africa,-1.5,11.83,NA,snq,NA,Atlantic-Congo
1641,ISANZU,Africa,-4,34.85,NA,isn,NA,Atlantic-Congo
1642,ISONGO,Africa,4,17.75,NA,mdn,NA,Atlantic-Congo
1643,ISU,Africa,6.63,9.99,NA,isu,NA,Atlantic-Congo
1644,ISU_MENCHUM,Africa,6.64,9.97,NA,isu,NA,Atlantic-Congo
1645,ISUKHA,Africa,0.25,27.83,NA,ida,NA,Atlantic-Congo
1646,ITANGA_BOMITABA,Africa,1.67,17.5,NA,zmx,NA,Atlantic-Congo
1647,IWUM_WUUMBU_1,Africa,-3.67,15.33,NA,ifm,NA,Atlantic-Congo
1648,IWUM_WUUMBU_2,Africa,-3.67,15.33,NA,ifm,NA,Atlantic-Congo
1649,IYAA,Africa,-3.5,13.2,NA,iyx,NA,Atlantic-Congo
1650,J13_NKORE_HIMA,Africa,-0.5,30.5,NA,nyn,NA,Atlantic-Congo
1651,J15_GANDA,Africa,0.5,32.17,NA,lug,NA,Atlantic-Congo
1652,J24_KEREBE,Africa,-2,33.58,NA,ked,NA,Atlantic-Congo
1653,J31c_BUKUSU,Africa,0.75,34.67,NA,bxk,NA,Atlantic-Congo
1654,J321_KISA,Africa,0.3,34.5,NA,lks,NA,Atlantic-Congo
1655,J321_MARAMA,Africa,0.4,34.5,NA,lrm,NA,Atlantic-Congo
1656,J42_NANDE,Africa,-0.08,29.17,NA,nnb,NA,Atlantic-Congo
1657,J52_HAVU_2,Africa,-2.08,28.75,NA,hav,NA,Atlantic-Congo
1658,J53_SHI_2,Africa,-2.5,28.5,NA,shr,NA,Atlantic-Congo
1659,J531_TEMBO_2,Africa,-1.75,28.67,NA,tbt,NA,Atlantic-Congo
1660,J62_RUNDI,Africa,-3.5,30,NA,run,NA,Atlantic-Congo
1661,JARAWA_2,Africa,9.65,10.1,NA,jjr,NA,Atlantic-Congo
1662,JARAWA_3,Africa,9.65,10.1,NA,jjr,NA,Atlantic-Congo
1663,JITA,Africa,-1.5,34,NA,jit,NA,Atlantic-Congo
1664,JITA_2,Africa,-1.5,34,NA,jit,NA,Atlantic-Congo
1665,JITA_3,Africa,-1.65,33.85,NA,jit,NA,Atlantic-Congo
1666,K11_CIOKWE,Africa,-6.67,20,NA,cjk,NA,Atlantic-Congo
1667,K14_LWENA_1,Africa,-12,22,NA,lue,NA,Atlantic-Congo
1668,K14_LWENA_2,Africa,-12,22,NA,lue,NA,Atlantic-Congo
1669,K15_MBUNDA_1,Africa,-14.5,22.33,NA,mck,NA,Atlantic-Congo
1670,K15_MBUNDA_2,Africa,-14.5,22.33,NA,mck,NA,Atlantic-Congo
1671,K15_MBUNDA_GANGELA,Africa,-14.5,22.33,NA,mck,NA,Atlantic-Congo
1672,KAGULU,Africa,-6.33,37,NA,kki,NA,Atlantic-Congo
1673,KAGURU,Africa,-6.33,37,NA,kki,NA,Atlantic-Congo
1674,KAHE,Africa,-3.4,37.4,NA,hka,NA,Atlantic-Congo
1675,KAKO,Africa,4.33,14.25,NA,kkj,NA,Atlantic-Congo
1676,KAKO_2,Africa,4.33,14.25,NA,kkj,NA,Atlantic-Congo
1677,KAKO_BATOURI,Africa,4.33,14.25,NA,kkj,NA,Atlantic-Congo
1678,KALANGA,Africa,-20.5,27.5,NA,kck,NA,Atlantic-Congo
1679,KALANGA_2,Africa,-20.5,27.5,NA,kck,NA,Atlantic-Congo
1680,KALONG,Africa,4.43,11.08,NA,yav,NA,Atlantic-Congo
1681,KAMBA_2,Africa,-1.5,38,NA,kam,NA,Atlantic-Congo
1682,KAMBA_3,Africa,-1.5,38,NA,kam,NA,Atlantic-Congo
1683,KAMBA_KENYA,Africa,-1.5,38,NA,kam,NA,Atlantic-Congo
1684,KAMBA_KENYA_2,Africa,-1.5,38,NA,kam,NA,Atlantic-Congo
1685,KAMI,Africa,-6.75,38,NA,kcu,NA,Atlantic-Congo
1686,KAMI_2,Africa,-6.75,38,NA,kcu,NA,Atlantic-Congo
1687,KAMINO,Africa,6.9,10.95,NA,btu,NA,Atlantic-Congo
1688,KAMKAM,Africa,6.75,11.17,NA,mcj,NA,Atlantic-Congo
1689,KANDE,Africa,0,11.75,NA,kbs,NA,Atlantic-Congo
1690,KANDE_2,Africa,0,11.75,NA,kbs,NA,Atlantic-Congo
1691,KANINGI,Africa,-1.75,13.58,NA,kzo,NA,Atlantic-Congo
