embedding_size,hidden_size,concept_size,nlayers,dropout,test_loss,test_acc,val_loss,val_acc,best_epoch
69,466,56,1,0.15486796275260206,3.67856402983968,0.2905892703765067,3.7391902211851233,0.2771297347321012,4
809,189,5,3,0.11062747121387995,3.6877104321609764,0.2806709567043561,3.732809662421928,0.2736662812963312,2
350,104,13,1,0.3365762390902627,3.6962355677242327,0.28077177169475553,3.7453803953902485,0.2706191649630045,4
12,810,6,3,0.381569500922761,4.383832681862248,0.18724981285642014,4.446711386915519,0.18499877161082567,5
499,46,5,2,0.3364683595832929,3.6590034667510998,0.27909320896996853,3.708533483167015,0.2742414856980588,8
16,363,22,1,0.1610314964145504,3.7046140682751227,0.2778651216174273,3.754867066930363,0.26905335146461035,5
548,42,33,1,0.36574056328636423,3.71737049820881,0.2770005131476733,3.788060496295327,0.2652967075095115,6
245,131,93,2,0.09493927156396076,3.652958263643125,0.28412810224057206,3.7205011584965084,0.2735573813508889,3
28,381,6,1,0.15795950217598287,3.6770389959562966,0.28853984913427255,3.7326561773003952,0.278126669697893,6
1017,86,9,3,0.47183947537267984,3.7180568006174584,0.2834769279814433,3.7736934579403276,0.271932007354614,4
11,945,6,4,0.42301867538378246,4.383024540650335,0.18724981285642014,4.446177668316236,0.18499877161082567,5
7,1024,5,3,0,3.744066551254017,0.27734353436392967,3.8118515859856,0.2669510354660374,5
12,864,6,4,0.4595475386293213,4.382804270557024,0.18724981285642014,4.445684115440248,0.18499877161082567,8
13,739,6,4,0.24235746674281755,3.7208115561541137,0.2838489639876362,3.799398720268731,0.2705048213104122,7
11,912,6,4,0.45423102445695784,3.82376284403593,0.2627508965438988,3.8809691282898133,0.25302107475816893,7
103,216,38,2,0.21075383588124563,3.6640322463548154,0.28736063825200686,3.7090618670736863,0.2787759947176512,5
28,863,7,3,0.32904740377170877,3.727702173412579,0.2780050341105707,3.782572091757415,0.26794678770449404,5
52,372,9,4,0.14866887351756497,3.698538644620535,0.27949174602156257,3.7660867932129216,0.2711444480443012,3
11,814,6,2,0.12922590060090183,3.7027050118230913,0.2839108256219921,3.7779350962777642,0.2703458574241412,5
11,927,6,4,0.4289499149623004,4.383176630774916,0.18724981285642014,4.446112069169772,0.18499877161082567,6
5,657,12,4,0.48499803851443635,3.9478886196183747,0.2602599967429669,4.009269939469187,0.2447567426074994,5
15,646,9,4,0.3304566104081848,3.7345688213558144,0.27702526868252847,3.792600136165351,0.2707000501612948,6
15,824,2,3,0.34184746466919097,3.735606421896314,0.2703744617399609,3.80802096355705,0.2625767141045689,4
14,303,7,4,0.36286518225590153,3.7295047989295558,0.27699714424798877,3.7851890731858377,0.27065664608552065,7
13,809,6,4,0.3955285459556016,3.787947842383121,0.2673262524837837,3.8545199847065676,0.26161277507084835,6
95,642,39,3,0.451950308586249,3.694592295282055,0.27998201564179936,3.744542506136828,0.27176934101258593,8
4,409,8,3,0.26612024317023913,3.883233095988323,0.25160197323414946,3.9646628329558204,0.23936505573263514,9
9,603,4,3,0.3444080645123603,3.887678073187527,0.26553112989811556,3.949083847339451,0.24966171913122087,3
162,769,6,1,0.04995579896861663,3.7139180467786406,0.2774091392287772,3.760118195869911,0.2654161256436687,1
9,999,11,3,0.3774183067275198,3.7609722779972,0.26803089039813366,3.8189131113286336,0.2602650293218453,7
24,34,3,4,0.34804596384445763,3.7161992265042447,0.27850543029497943,3.771117100446928,0.2689670927327761,9
7,431,12,4,0.40844890561434055,3.857505672374862,0.2516444583919833,3.926747872105008,0.23724828291068564,4
10,353,11,3,0.4968258915997664,3.8256435335417085,0.25133189737340345,3.904752227855739,0.23870925733220186,6
4,230,11,3,0.06046321775349145,3.7357198000807847,0.2738102061202104,3.79343721925622,0.26294626269036747,7
50,145,18,4,0.11668845525901056,3.664597337334698,0.28818113855101135,3.720967674117201,0.27838664464516666,7
8,522,6,3,0.06128989978361332,3.755256430250714,0.2793695496707698,3.8355106701205344,0.2666504564551066,5
196,185,18,2,0.3050429910118266,3.6477303118623117,0.29216734582885867,3.695049739346944,0.2791814179838212,7
8,841,14,4,0.3294380807718544,4.38284825801058,0.18724981285642014,4.445929629988958,0.18499877161082567,7
69,553,37,2,0.22215279141138644,3.677594574034271,0.2893011739042339,3.7305097064946904,0.2760365581703036,5
306,935,21,1,0.12701177930328283,3.7143751313463165,0.27919929776970176,3.7816898326919697,0.2657190156335785,2
523,199,1,4,0.23748099908310089,3.6602976406070384,0.28633314388633435,3.7128436414134134,0.2778041922032351,8
10,290,9,3,0.35965006819078443,3.7289928034918693,0.2760887117954499,3.796637610638369,0.26556670383902004,8
15,345,10,3,0.4881194944220079,3.7862219569422026,0.2544066619958108,3.855016559611169,0.24032597918137139,6
4,379,7,3,0.23445963724592853,3.8054080995166806,0.2629261224713531,3.8835126578886023,0.2566811720671828,6
5,385,12,3,0.07150349347769414,3.723596418677084,0.2779461450575848,3.792002489710919,0.2699483947751535,6
17,773,7,3,0.4465986232471203,3.857426965969677,0.25150868495894546,3.9135254420832957,0.24255367733464792,6
14,678,4,3,0.04428599055719762,3.704409943945915,0.28243267535874605,3.7731311447467406,0.2692642904107983,4
54,289,1,2,0.09453301532679736,3.6890642636848834,0.28507173887843434,3.733310995617213,0.27802343803284063,2
13,819,18,4,0.05581700527204342,3.706253639301147,0.2806895067247406,3.7721206324199517,0.2716950676550216,6
4,749,16,4,0.42021892211363093,4.38235417667926,0.18726272871892224,4.446288942931537,0.18502316233980903,6
